"processor_id","processor_name","processor_code","processor_release_date","cores","threads","max_turbo_freq","base_freq","integrated_graphics_flag","processor_amount","processor_status"
"1","Core 3 100U","Raptor Lake","Q1'24","6","8","4.7","1.2","Intel Graphics","436","Launched"
"2","Core 3 100U (with IPU)","Raptor Lake","Q1'24","6","8","4.7","1.2","Intel Graphics","793","Launched"
"3","Core 5 120U","Raptor Lake","Q1'24","10","12","5","1.4","Intel Graphics","434","Launched"
"4","Core 7 150U","Raptor Lake","Q1'24","10","12","5.4","1.8","Intel Graphics","352","Launched"
"5","Core i9-14900KS","Raptor Lake","Q1'24","24","32","6.2","3.2","Intel UHD Graphics 770","776","Launched"
"6","Core i9-14900","Raptor Lake","Q1'24","24","32","5.8","2","Intel UHD Graphics 770","895","Launched"
"7","Core i9-14900F","Raptor Lake","Q1'24","24","32","5.8","2","N/A","333","Launched"
"8","Core i9-14900HX","Raptor Lake","Q1'24","24","32","5.8","2.2","Intel UHD Graphics for 14th Gen Intel Processors","353","Launched"
"9","Core i9-14900T","Raptor Lake","Q1'24","24","32","5.5","1.1","Intel UHD Graphics 770","852","Launched"
"10","Core i9-14900K","Raptor Lake","Q4'23","24","32","6","2.4","Intel UHD Graphics 770","577","Launched"
"11","Core i9-14900KF","Raptor Lake","Q4'23","24","32","6","2.4","N/A","650","Launched"
"12","Core i7-14650HX","Raptor Lake","Q1'24","16","24","5.2","2.2","Intel UHD Graphics for 14th Gen Intel Processors","671","Launched"
"13","Core i7-14700","Raptor Lake","Q1'24","20","28","5.4","2.1","Intel UHD Graphics 770","325","Launched"
"14","Core i7-14700F","Raptor Lake","Q1'24","20","28","5.4","2.1","N/A","340","Launched"
"15","Core i7-14700HX","Raptor Lake","Q1'24","20","28","5.5","2.1","N/A","845","Launched"
"16","Core i7-14700T","Raptor Lake","Q1'24","20","28","5.2","1.3","Intel UHD Graphics 770","699","Launched"
"17","Core i7-14700K","Raptor Lake","Q4'23","20","28","5.6","3.4","Intel UHD Graphics 770","899","Launched"
"18","Core i7-14700KF","Raptor Lake","Q4'23","20","28","5.6","3.4","N/A","757","Launched"
"19","Core i5-14400","Raptor Lake","Q1'24","10","16","4.7","1.8","Intel UHD Graphics 730","712","Launched"
"20","Core i5-14400F","Raptor Lake","Q1'24","10","16","4.7","1.8","N/A","340","Launched"
"21","Core i5-14400T","Raptor Lake","Q1'24","10","16","4.5","1.5","Intel UHD Graphics 730","586","Launched"
"22","Core i5-14450HX","Raptor Lake","Q1'24","10","16","4.8","2.4","Intel UHD Graphics for 14th Gen Intel Processors","430","Launched"
"23","Core i5-14500","Raptor Lake","Q1'24","14","20","5","2.6","Intel UHD Graphics 770","534","Launched"
"24","Core i5-14500HX","Raptor Lake","Q1'24","14","20","4.9","2.6","Intel UHD Graphics for 14th Gen Intel Processors","672","Launched"
"25","Core i5-14500T","Raptor Lake","Q1'24","14","20","4.8","1.7","Intel UHD Graphics 770","802","Launched"
"26","Core i5-14600","Raptor Lake","Q1'24","14","20","5.2","2.4","Intel UHD Graphics 770","694","Launched"
"27","Core i5-14600T","Raptor Lake","Q1'24","14","20","5.1","1.8","Intel UHD Graphics 770","311","Launched"
"28","Core i5-14600K","Raptor Lake","Q4'23","14","20","5.3","3.5","Intel UHD Graphics 770","378","Launched"
"29","Core i5-14600KF","Raptor Lake","Q4'23","14","20","5.3","3.5","N/A","468","Launched"
"30","Core i3-14100","Raptor Lake","Q1'24","4","8","4.7","3.5","Intel UHD Graphics 730","898","Launched"
"31","Core i3-14100F","Raptor Lake","Q1'24","4","8","4.7","3.5","N/A","599","Launched"
"32","Core i3-14100T","Raptor Lake","Q1'24","4","8","4.4","2.4","Intel UHD Graphics 730","401","Launched"
"33","Core i9-13900KS","Raptor Lake","Q1'23","24","32","6","3.2","Intel UHD Graphics 770","403","Launched"
"34","Core i9-13900","Raptor Lake","Q1'23","24","32","5.6","2","Intel UHD Graphics 770","619","Launched"
"35","Core i9-13900E","Raptor Lake","Q1'23","24","32","5.2","1.8","Intel UHD Graphics 770","735","Launched"
"36","Core i9-13900F","Raptor Lake","Q1'23","24","32","5.6","2","N/A","839","Launched"
"37","Core i9-13900H","Raptor Lake","Q1'23","14","20","5.4","N/A","Intel Iris Xe Graphics","809","Launched"
"38","Core i9-13900HK","Raptor Lake","Q1'23","14","20","5.4","N/A","Intel Iris Xe Graphics","621","Launched"
"39","Core i9-13900HX","Raptor Lake","Q1'23","24","32","5.4","N/A","Intel UHD Graphics for 13th Gen Intel Processors","449","Launched"
"40","Core i9-13900T","Raptor Lake","Q1'23","24","32","5.3","1.1","Intel UHD Graphics 770","355","Launched"
"41","Core i9-13900TE","Raptor Lake","Q1'23","24","32","5","1","Intel UHD Graphics 770","665","Launched"
"42","Core i9-13905H","Raptor Lake","Q1'23","14","20","5.4","N/A","Intel Iris Xe Graphics","591","Launched"
"43","Core i9-13950HX","Raptor Lake","Q1'23","24","32","5.5","N/A","Intel UHD Graphics for 13th Gen Intel Processors","836","Launched"
"44","Core i9-13980HX","Raptor Lake","Q1'23","24","32","5.6","N/A","Intel UHD Graphics for 13th Gen Intel Processors","391","Launched"
"45","Core i9-13900K","Raptor Lake","Q4'22","24","32","5.8","3","Intel UHD Graphics 770","769","Launched"
"46","Core i9-13900KF","Raptor Lake","Q4'22","24","32","5.8","3","N/A","890","Launched"
"47","Core i7-1355U","Raptor Lake","Q1'23","10","12","5","N/A","Intel Iris Xe Graphics","460","Launched"
"48","Core i7-1360P","Raptor Lake","Q1'23","12","16","5","N/A","Intel Iris Xe Graphics","486","Launched"
"49","Core i7-13620H","Raptor Lake","Q1'23","10","16","4.9","N/A","Intel UHD Graphics for 13th Gen Intel Processors","618","Launched"
"50","Core i7-13650HX","Raptor Lake","Q1'23","14","20","4.9","N/A","Intel UHD Graphics for 13th Gen Intel Processors","544","Launched"
"51","Core i7-1365U","Raptor Lake","Q1'23","10","12","5.2","N/A","Intel Iris Xe Graphics","624","Launched"
"52","Core i7-1365UE","Raptor Lake","Q1'23","10","12","4.9","1.7","Intel Iris Xe Graphics","894","Launched"
"53","Core i7-13700","Raptor Lake","Q1'23","16","24","5.2","2.1","Intel UHD Graphics 770","502","Launched"
"54","Core i7-13700E","Raptor Lake","Q1'23","16","24","5.1","1.9","Intel UHD Graphics 770","481","Launched"
"55","Core i7-13700F","Raptor Lake","Q1'23","16","24","5.2","2.1","N/A","655","Launched"
"56","Core i7-13700H","Raptor Lake","Q1'23","14","20","5","N/A","Intel Iris Xe Graphics","455","Launched"
"57","Core i7-13700HX","Raptor Lake","Q1'23","16","24","5","N/A","Intel UHD Graphics for 13th Gen Intel Processors","674","Launched"
"58","Core i7-13700T","Raptor Lake","Q1'23","16","24","4.9","1.4","Intel UHD Graphics 770","369","Launched"
"59","Core i7-13700TE","Raptor Lake","Q1'23","16","24","4.8","1.1","Intel UHD Graphics 770","417","Launched"
"60","Core i7-13705H","Raptor Lake","Q1'23","14","20","5","N/A","Intel Iris Xe Graphics","311","Launched"
"61","Core i7-1370P","Raptor Lake","Q1'23","14","20","5.2","N/A","Intel Iris Xe Graphics","815","Launched"
"62","Core i7-1370PE","Raptor Lake","Q1'23","14","20","4.8","1.9","Intel Iris Xe Graphics","704","Launched"
"63","Core i7-1375PRE","Raptor Lake","Q1'23","14","20","4.8","N/A","Intel Iris Xe Graphics","486","Launched"
"64","Core i7-13800H","Raptor Lake","Q1'23","14","20","5.2","N/A","Intel Iris Xe Graphics","794","Launched"
"65","Core i7-13800HE","Raptor Lake","Q1'23","14","20","5","2.5","Intel Iris Xe Graphics","692","Launched"
"66","Core i7-13850HX","Raptor Lake","Q1'23","20","28","5.3","N/A","Intel UHD Graphics for 13th Gen Intel Processors","776","Launched"
"67","Core i7-13800HRE","Raptor Lake","Q1'23","14","20","5","2.5","Intel Iris Xe Graphics","349","Launched"
"68","Core i7-13700K","Raptor Lake","Q4'22","16","24","5.4","3.4","Intel UHD Graphics 770","446","Launched"
"69","Core i7-13700KF","Raptor Lake","Q4'22","16","24","5.4","3.4","N/A","506","Launched"
"70","Core i7-1365URE","Raptor Lake","Q1'23","10","12","4.9","1.7","Intel Iris Xe Graphics","628","Launched"
"71","Core i7-1366URE","Raptor Lake","Q1'23","10","12","4.9","1.7","Intel Iris Xe Graphics","344","Launched"
"72","Core i7-1370PRE","Raptor Lake","Q1'23","14","20","4.8","1.9","Intel Iris Xe Graphics","825","Launched"
"73","Core i5-1334U","Raptor Lake","Q1'23","10","12","4.6","N/A","Intel Iris Xe Graphics","325","Launched"
"74","Core i5-1335U","Raptor Lake","Q1'23","10","12","4.6","N/A","Intel Iris Xe Graphics","455","Launched"
"75","Core i5-1335UE","Raptor Lake","Q1'23","10","12","4.5","1.3","Intel Iris Xe Graphics","686","Launched"
"76","Core i5-13400","Raptor Lake","Q1'23","10","16","4.6","2.5","Intel UHD Graphics 730","878","Launched"
"77","Core i5-13400E","Raptor Lake","Q1'23","10","16","4.6","2.4","Intel UHD Graphics 730","879","Launched"
"78","Core i5-13400F","Raptor Lake","Q1'23","10","16","4.6","2.5","N/A","768","Launched"
"79","Core i5-13400T","Raptor Lake","Q1'23","10","16","4.4","1.3","Intel UHD Graphics 730","310","Launched"
"80","Core i5-1340P","Raptor Lake","Q1'23","12","16","4.6","N/A","Intel Iris Xe Graphics","895","Launched"
"81","Core i5-1340PE","Raptor Lake","Q1'23","12","16","4.5","1.8","Intel Iris Xe Graphics","681","Launched"
"82","Core i5-13420H","Raptor Lake","Q1'23","8","12","4.6","N/A","Intel UHD Graphics for 13th Gen Intel Processors","697","Launched"
"83","Core i5-13450HX","Raptor Lake","Q1'23","10","16","4.6","N/A","Intel UHD Graphics for 13th Gen Intel Processors","822","Launched"
"84","Core i5-1345U","Raptor Lake","Q1'23","10","12","4.7","N/A","Intel Iris Xe Graphics","627","Launched"
"85","Core i5-1345UE","Raptor Lake","Q1'23","10","12","4.6","1.4","Intel Iris Xe Graphics","623","Launched"
"86","Core i5-1345URE","Raptor Lake","Q1'23","10","12","4.6","1.4","Intel Iris Xe Graphics","317","Launched"
"87","Core i5-13500","Raptor Lake","Q1'23","14","20","4.8","2.5","Intel UHD Graphics 770","551","Launched"
"88","Core i5-13500E","Raptor Lake","Q1'23","14","20","4.6","2.4","Intel UHD Graphics 770","533","Launched"
"89","Core i5-13500H","Raptor Lake","Q1'23","12","16","4.7","N/A","Intel Iris Xe Graphics","504","Launched"
"90","Core i5-13500H (with IPU)","Raptor Lake","Q1'23","12","16","4.7","N/A","Intel Iris Xe Graphics","495","Launched"
"91","Core i5-13500HX","Raptor Lake","Q1'23","14","20","4.7","N/A","Intel UHD Graphics for 13th Gen Intel Processors","624","Launched"
"92","Core i5-13500T","Raptor Lake","Q1'23","14","20","4.6","1.6","Intel UHD Graphics 770","545","Launched"
"93","Core i5-13500TE","Raptor Lake","Q1'23","14","20","4.5","1.3","Intel UHD Graphics 770","438","Launched"
"94","Core i5-13505H","Raptor Lake","Q1'23","12","16","4.7","N/A","Intel Iris Xe Graphics","745","Launched"
"95","Core i5-1350P","Raptor Lake","Q1'23","12","16","4.7","N/A","Intel Iris Xe Graphics","309","Launched"
"96","Core i5-1350PE","Raptor Lake","Q1'23","12","16","4.6","1.8","Intel Iris Xe Graphics","420","Launched"
"97","Core i5-13600","Raptor Lake","Q1'23","14","20","5","2.7","Intel UHD Graphics 770","540","Launched"
"98","Core i5-13600H","Raptor Lake","Q1'23","12","16","4.8","N/A","Intel Iris Xe Graphics","357","Launched"
"99","Core i5-13600HE","Raptor Lake","Q1'23","12","16","4.8","2.7","Intel Iris Xe Graphics","758","Launched"
"100","Core i5-13600HX","Raptor Lake","Q1'23","14","20","4.8","N/A","Intel UHD Graphics for 13th Gen Intel Processors","346","Launched"
"101","Core i5-13600T","Raptor Lake","Q1'23","14","20","4.8","1.8","Intel UHD Graphics 770","627","Launched"
"102","Core i5-1350PRE","Raptor Lake","Q1'23","12","16","4.6","1.8","Intel Iris Xe Graphics","609","Launched"
"103","Core i5-13600HRE","Raptor Lake","Q1'23","12","16","4.8","2.7","Intel Iris Xe Graphics","789","Launched"
"104","Core i5-13600K","Raptor Lake","Q4'22","14","20","5.1","3.5","Intel UHD Graphics 770","464","Launched"
"105","Core i5-13600KF","Raptor Lake","Q4'22","14","20","5.1","3.5","N/A","743","Launched"
"106","Core i3-1305U","Raptor Lake","Q1'23","5","6","4.5","N/A","Intel UHD Graphics for 13th Gen Intel Processors","843","Launched"
"107","Core i3-13100","Raptor Lake","Q1'23","4","8","4.5","N/A","Intel UHD Graphics 730","799","Launched"
"108","Core i3-13100E","Raptor Lake","Q1'23","4","8","4.4","3.3","Intel UHD Graphics 730","431","Launched"
"109","Core i3-13100F","Raptor Lake","Q1'23","4","8","4.5","N/A","N/A","849","Launched"
"110","Core i3-13100T","Raptor Lake","Q1'23","4","8","4.2","N/A","Intel UHD Graphics 770","454","Launched"
"111","Core i3-13100TE","Raptor Lake","Q1'23","4","8","4.1","2.4","Intel UHD Graphics 730","875","Launched"
"112","Core i3-1315U","Raptor Lake","Q1'23","6","8","4.5","N/A","Intel UHD Graphics for 13th Gen Intel Processors","583","Launched"
"113","Core i3-1315U (with IPU)","Raptor Lake","Q1'23","6","8","4.5","N/A","Intel UHD Graphics for 13th Gen Intel Processors","639","Launched"
"114","Core i3-1315UE","Raptor Lake","Q1'23","6","8","4.5","1.2","Intel UHD Graphics for 13th Gen Intel Processors","390","Launched"
"115","Core i3-1315URE","Raptor Lake","Q1'23","6","8","4.5","1.2","Intel UHD Graphics for 13th Gen Intel Processors","871","Launched"
"116","Core i3-1320PE","Raptor Lake","Q1'23","8","12","4.5","1.7","Intel UHD Graphics for 13th Gen Intel Processors","375","Launched"
"117","Core i3-13300HE","Raptor Lake","Q1'23","8","12","4.6","2.1","Intel UHD Graphics for 13th Gen Intel Processors","899","Launched"
"118","Core i3-1320PRE","Raptor Lake","Q1'23","8","12","4.5","1.7","Intel UHD Graphics for 13th Gen Intel Processors","560","Launched"
"119","Core i3-13300HRE","Raptor Lake","Q1'23","8","12","4.6","2.1","Intel UHD Graphics for 13th Gen Intel Processors","773","Launched"
"120","Core i9-12900K","Alder Lake","Q4'21","16","24","5.2","3.2","Intel UHD Graphics 770","739","Launched"
"121","Core i9-12900KF","Alder Lake","Q4'21","16","24","5.2","3.2","N/A","558","Launched"
"122","Core i9-12900","Alder Lake","Q1'22","16","24","5.1","2.4","Intel UHD Graphics 770","333","Launched"
"123","Core i9-12900E","Alder Lake","Q1'22","16","24","5","2.3","Intel UHD Graphics 770","487","Launched"
"124","Core i9-12900F","Alder Lake","Q1'22","16","24","5.1","2.4","N/A","652","Launched"
"125","Core i9-12900H","Alder Lake","Q1'22","14","20","5","N/A","Intel Iris Xe Graphics","716","Launched"
"126","Core i9-12900HK","Alder Lake","Q1'22","14","20","5","N/A","Intel Iris Xe Graphics","593","Launched"
"127","Core i9-12900T","Alder Lake","Q1'22","16","24","4.9","1.4","Intel UHD Graphics 770","319","Launched"
"128","Core i9-12900TE","Alder Lake","Q1'22","16","24","4.8","1.1","Intel UHD Graphics 770","557","Launched"
"129","Core i9-12900KS","Alder Lake","Q1'22","16","24","5.5","3.4","Intel UHD Graphics 770","714","Launched"
"130","Core i9-12900HX","Alder Lake","Q2'22","16","24","5","N/A","Intel UHD Graphics for 12th Gen Intel Processors","511","Launched"
"131","Core i9-12950HX","Alder Lake","Q2'22","16","24","5","N/A","Intel UHD Graphics for 12th Gen Intel Processors","505","Launched"
"132","Core i7-12700K","Alder Lake","Q4'21","12","20","5","3.6","Intel UHD Graphics 770","352","Launched"
"133","Core i7-12700KF","Alder Lake","Q4'21","12","20","5","3.6","N/A","647","Launched"
"134","Core i7-12650H","Alder Lake","Q1'22","10","16","4.7","N/A","Intel UHD Graphics for 12th Gen Intel Processors","836","Launched"
"135","Core i7-12700","Alder Lake","Q1'22","12","20","4.9","2.1","Intel UHD Graphics 770","431","Launched"
"136","Core i7-12700E","Alder Lake","Q1'22","12","20","4.8","2.1","Intel UHD Graphics 770","735","Launched"
"137","Core i7-12700F","Alder Lake","Q1'22","12","20","4.9","2.1","N/A","585","Launched"
"138","Core i7-12700H","Alder Lake","Q1'22","14","20","4.7","N/A","Intel Iris Xe Graphics","837","Launched"
"139","Core i7-12700T","Alder Lake","Q1'22","12","20","4.7","1.4","Intel UHD Graphics 770","793","Launched"
"140","Core i7-12700TE","Alder Lake","Q1'22","12","20","4.6","1.4","Intel UHD Graphics 770","596","Launched"
"141","Core i7-12800H","Alder Lake","Q1'22","14","20","4.8","N/A","Intel Iris Xe Graphics","702","Launched"
"142","Core i7-12800HE","Alder Lake","Q1'22","14","20","4.6","2.4","Intel Iris Xe Graphics","774","Launched"
"143","Core i7-1250U","Alder Lake","Q1'22","10","12","4.7","N/A","Intel Iris Xe Graphics","318","Launched"
"144","Core i7-1255U","Alder Lake","Q1'22","10","12","4.7","N/A","Intel Iris Xe Graphics","449","Launched"
"145","Core i7-1260P","Alder Lake","Q1'22","12","16","4.7","N/A","Intel Iris Xe Graphics","634","Launched"
"146","Core i7-1260U","Alder Lake","Q1'22","10","12","4.7","N/A","Intel Iris Xe Graphics","705","Launched"
"147","Core i7-1265U","Alder Lake","Q1'22","10","12","4.8","N/A","Intel Iris Xe Graphics","872","Launched"
"148","Core i7-1270P","Alder Lake","Q1'22","12","16","4.8","N/A","Intel Iris Xe Graphics","594","Launched"
"149","Core i7-1280P","Alder Lake","Q1'22","14","20","4.8","N/A","Intel Iris Xe Graphics","301","Launched"
"150","Core i7-1265UE","Alder Lake","Q1'22","10","12","4.7","N/A","Intel Iris Xe Graphics","510","Launched"
"151","Core i7-1270PE","Alder Lake","Q1'22","12","16","4.5","N/A","Intel Iris Xe Graphics","491","Launched"
"152","Core i7-12650HX","Alder Lake","Q2'22","14","20","4.7","N/A","Intel UHD Graphics for 12th Gen Intel Processors","693","Launched"
"153","Core i7-12800HX","Alder Lake","Q2'22","16","24","4.8","N/A","Intel UHD Graphics for 12th Gen Intel Processors","556","Launched"
"154","Core i7-12850HX","Alder Lake","Q2'22","16","24","4.8","N/A","Intel UHD Graphics for 12th Gen Intel Processors","684","Launched"
"155","Core i7-1255UL","Alder Lake","Q3'22","10","12","4.7","1.7","Intel Iris Xe Graphics","459","Launched"
"156","Core i7-1265UL","Alder Lake","Q3'22","10","12","4.8","1.8","Intel Iris Xe Graphics","342","Launched"
"157","Core i7-12700HL","Alder Lake","Q3'22","14","20","4.7","2.3","Intel Iris Xe Graphics","841","Launched"
"158","Core i7-12800HL","Alder Lake","Q3'22","14","20","4.8","2.4","Intel Iris Xe Graphics","740","Launched"
"159","Core i5-12600K","Alder Lake","Q4'21","10","16","4.9","3.7","Intel UHD Graphics 770","758","Launched"
"160","Core i5-12600KF","Alder Lake","Q4'21","10","16","4.9","3.7","N/A","526","Launched"
"161","Core i5-12400","Alder Lake","Q1'22","6","12","4.4","2.5","Intel UHD Graphics 730","581","Launched"
"162","Core i5-12400F","Alder Lake","Q1'22","6","12","4.4","2.5","N/A","303","Launched"
"163","Core i5-12400T","Alder Lake","Q1'22","6","12","4.2","1.8","Intel UHD Graphics 730","596","Launched"
"164","Core i5-12450H","Alder Lake","Q1'22","8","12","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","749","Launched"
"165","Core i5-12500","Alder Lake","Q1'22","6","12","4.6","3","Intel UHD Graphics 770","481","Launched"
"166","Core i5-12500E","Alder Lake","Q1'22","6","12","4.5","2.9","Intel UHD Graphics 770","579","Launched"
"167","Core i5-12500H","Alder Lake","Q1'22","12","16","4.5","N/A","Intel Iris Xe Graphics","638","Launched"
"168","Core i5-12500T","Alder Lake","Q1'22","6","12","4.4","2","Intel UHD Graphics 770","465","Launched"
"169","Core i5-12500TE","Alder Lake","Q1'22","6","12","4.3","1.9","Intel UHD Graphics 770","634","Launched"
"170","Core i5-12600","Alder Lake","Q1'22","6","12","4.8","3.3","Intel UHD Graphics 770","848","Launched"
"171","Core i5-12600H","Alder Lake","Q1'22","12","16","4.5","N/A","Intel Iris Xe Graphics","852","Launched"
"172","Core i5-12600HE","Alder Lake","Q1'22","12","16","4.5","2.5","Intel Iris Xe Graphics","864","Launched"
"173","Core i5-12600T","Alder Lake","Q1'22","6","12","4.6","2.1","Intel UHD Graphics 770","328","Launched"
"174","Core i5-1230U","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","560","Launched"
"175","Core i5-1235U","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","419","Launched"
"176","Core i5-1235U (with IPU)","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","857","Launched"
"177","Core i5-1240P","Alder Lake","Q1'22","12","16","4.4","N/A","Intel Iris Xe Graphics","764","Launched"
"178","Core i5-1240U","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","878","Launched"
"179","Core i5-1245U","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","494","Launched"
"180","Core i5-1250P","Alder Lake","Q1'22","12","16","4.4","N/A","Intel Iris Xe Graphics","678","Launched"
"181","Core i5-1245UE","Alder Lake","Q1'22","10","12","4.4","N/A","Intel Iris Xe Graphics","557","Launched"
"182","Core i5-1250PE","Alder Lake","Q1'22","12","16","4.4","N/A","Intel Iris Xe Graphics","618","Launched"
"183","Core i5-12450HX","Alder Lake","Q2'22","8","12","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","715","Launched"
"184","Core i5-12600HX","Alder Lake","Q2'22","12","16","4.6","N/A","Intel UHD Graphics for 12th Gen Intel Processors","498","Launched"
"185","Core i5-1235UL","Alder Lake","Q3'22","10","12","4.4","1.3","Intel Iris Xe Graphics","416","Launched"
"186","Core i5-1245UL","Alder Lake","Q3'22","10","12","4.4","1.6","Intel Iris Xe Graphics","866","Launched"
"187","Core i5-12500HL","Alder Lake","Q3'22","12","16","4.5","2.5","Intel Iris Xe Graphics","386","Launched"
"188","Core i5-12600HL","Alder Lake","Q3'22","12","16","4.5","2.7","Intel Iris Xe Graphics","548","Launched"
"189","Core i3-12100","Alder Lake","Q1'22","4","8","4.3","N/A","Intel UHD Graphics 730","611","Launched"
"190","Core i3-12100E","Alder Lake","Q1'22","4","8","4.2","N/A","Intel UHD Graphics 730","757","Launched"
"191","Core i3-12100F","Alder Lake","Q1'22","4","8","4.3","N/A","N/A","464","Launched"
"192","Core i3-12100T","Alder Lake","Q1'22","4","8","4.1","2.2","Intel UHD Graphics 730","886","Launched"
"193","Core i3-12100TE","Alder Lake","Q1'22","4","8","4","2.1","Intel UHD Graphics 730","604","Launched"
"194","Core i3-12300","Alder Lake","Q1'22","4","8","4.4","3.5","Intel UHD Graphics 730","544","Launched"
"195","Core i3-12300HE","Alder Lake","Q1'22","8","12","4.3","1.9","Intel UHD Graphics","454","Launched"
"196","Core i3-12300T","Alder Lake","Q1'22","4","8","4.2","2.3","Intel UHD Graphics 730","492","Launched"
"197","Core i3-1210U","Alder Lake","Q1'22","6","8","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","834","Launched"
"198","Core i3-1215U","Alder Lake","Q1'22","6","8","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","464","Launched"
"199","Core i3-1215U (with IPU)","Alder Lake","Q1'22","6","8","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","805","Launched"
"200","Core i3-1220P","Alder Lake","Q1'22","10","12","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","519","Launched"
"201","Core i3-1215UE","Alder Lake","Q1'22","6","8","4.4","N/A","Intel UHD Graphics for 12th Gen Intel Processors","570","Launched"
"202","Core i3-1220PE","Alder Lake","Q1'22","8","12","4.2","N/A","Intel UHD Graphics for 12th Gen Intel Processors","535","Launched"
"203","Core i3-1215UL","Alder Lake","Q3'22","6","8","4.4","1.2","Intel Iris Xe Graphics","565","Launched"
"204","Core i3-12300HL","Alder Lake","Q3'22","8","12","4.4","2","Intel Iris Xe Graphics","671","Launched"
"205","Core i3-N300","Alder Lake-N","Q1'23","8","8","3.8","N/A","Intel UHD Graphics","403","Launched"
"206","Core i3-N305","Alder Lake-N","Q1'23","8","8","3.8","N/A","Intel UHD Graphics","365","Launched"
"207","Core i9-11900","Rocket Lake","Q1'21","8","16","5.2","2.5","Intel UHD Graphics 750","418","Discontinued"
"208","Core i9-11900F","Rocket Lake","Q1'21","8","16","5.2","2.5","N/A","676","Discontinued"
"209","Core i9-11900K","Rocket Lake","Q1'21","8","16","5.3","3.5","Intel UHD Graphics 750","717","Discontinued"
"210","Core i9-11900KF","Rocket Lake","Q1'21","8","16","5.3","3.5","N/A","432","Discontinued"
"211","Core i9-11900T","Rocket Lake","Q1'21","8","16","4.9","1.5","Intel UHD Graphics 750","324","Discontinued"
"212","Core i9-11900H","Tiger Lake","Q2'21","8","16","4.9","N/A","Intel UHD Graphics for 11th Generation Intel Processors","505","Discontinued"
"213","Core i9-11950H","Tiger Lake","Q2'21","8","16","5","N/A","Intel UHD Graphics for 11th Generation Intel Processors","798","Discontinued"
"214","Core i9-11980HK","Tiger Lake","Q2'21","8","16","5","N/A","Intel UHD Graphics for 11th Generation Intel Processors","658","Discontinued"
"215","Core i7-1160G7","Tiger Lake","Q3'20","4","8","4.4","N/A","Intel Iris Xe Graphics","544","Discontinued"
"216","Core i7-1165G7","Tiger Lake","Q3'20","4","8","4.7","N/A","Intel Iris Xe Graphics","704","Discontinued"
"217","Core i7-1165G7 (with IPU)","Tiger Lake","Q3'20","4","8","4.7","N/A","Intel Iris Xe Graphics","665","Discontinued"
"218","Core i7-1185G7","Tiger Lake","Q3'20","4","8","4.8","N/A","Intel Iris Xe Graphics","430","Launched"
"219","Core i7-1185G7E","Tiger Lake","Q3'20","4","8","4.4","1.8","Intel Iris Xe Graphics","712","Launched"
"220","Core i7-1185GRE","Tiger Lake","Q3'20","4","8","4.4","1.8","Intel Iris Xe Graphics","685","Launched"
"221","Core i7-11370H (with IPU)","Tiger Lake","Q1'21","4","8","4.8","N/A","Intel Iris Xe Graphics","781","Discontinued"
"222","Core 17-11375H (with IPU)","Tiger Lake","Q1'21","4","8","5","N/A","Intel Iris Xe Graphics","449","Discontinued"
"223","Core i7-1180G7 (with IPU)","Tiger Lake","Q1'21","4","8","4.6","N/A","Intel Iris Xe Graphics","474","Discontinued"
"224","Core i7-11700","Rocket Lake","Q1'21","8","16","4.9","2.5","Intel UHD Graphics 750","389","Discontinued"
"225","Core i7-11700F","Rocket Lake","Q1'21","8","16","4.9","2.5","N/A","627","Discontinued"
"226","Core i7-11700K","Rocket Lake","Q1'21","8","16","5","3.6","Intel UHD Graphics 750","355","Discontinued"
"227","Core i7-11700KF","Rocket Lake","Q1'21","8","16","5","3.6","N/A","394","Discontinued"
"228","Core i7-11700T","Rocket Lake","Q1'21","8","16","4.6","1.4","Intel UHD Graphics 750","827","Discontinued"
"229","Core i7-11800H","Tiger Lake","Q2'21","8","16","4.6","N/A","Intel UHD Graphics for 11th Gen Intel Processors","544","Discontinued"
"230","Core i7-11850H","Tiger Lake","Q2'21","8","16","4.8","N/A","Intel UHD Graphics for 11th Gen Intel Processors","502","Discontinued"
"231","Core i7-1195G7","Tiger Lake","Q2'21","4","8","5","N/A","Intel Iris Xe Graphics","604","Launched"
"232","Core i7-1195G7 (with IPU)","Tiger Lake","Q2'21","4","8","5","N/A","Intel Iris Xe Graphics","535","Discontinued"
"233","Core i7-11390H (with IPU)","Tiger Lake","Q2'21","4","8","5","N/A","Intel Iris Xe Graphics","856","Discontinued"
"234","Core i7-11600H","Tiger Lake","Q3'21","6","12","4.6","N/A","Intel UHD Graphics for 11th Gen Intel Processors","381","Discontinued"
