"processor_id","processor_name","processor_code","processor_release_date","cores","threads","max_turbo_freq","base_freq","integrated_graphics_flag","processor_amount","processor_status"
"466","Core i5-8310Y","Amber Lake Y","Q1'19","2","4","3.9","1.6","Intel UHD Graphics 617","533","Discontinued"
"467","Core i5-8365U","Whiskey Lake","Q2'19","4","8","4.1","1.6","Intel UHD Graphics for 8th Gen Intel Processors","470","Discontinued"
"468","Core i5-8279U","Coffee Lake","Q2'19","4","8","4.1","2.4","Intel Iris Plus Graphics 655","647","Discontinued"
"469","Core i5-8257U","Coffee Lake","Q3'19","4","8","3.9","1.4","Intel Iris Plus Graphics 645","614","Discontinued"
"470","Core i5-8260U","Coffee Lake","Q4'19","4","8","3.9","1.6","Intel UHD Graphics 620","686","Discontinued"
"471","Core i3-8100","Coffee Lake","Q4'17","4","4","N/A","3.6","Intel UHD Graphics 630","760","Discontinued"
"472","Core i3-8350K","Coffee Lake","Q4'17","4","4","N/A","4","Intel UHD Graphics 630","811","Discontinued"
"473","Core i3-8100H","Coffee Lake","Q4'17","4","4","N/A","3","Intel UHD Graphics 630","463","Launched"
"474","Core i3-8130U","Kaby Lake R","Q1'18","2","4","3.4","2.2","Intel UHD Graphics 620","386","Discontinued"
"475","Core i3-8100T","Coffee Lake","Q2'18","4","4","N/A","3.1","Intel UHD Graphics 630","824","Launched"
"476","Core i3-8109U","Coffee Lake","Q2'18","2","4","3.6","3","Intel Iris Plus Graphics 655","653","Discontinued"
"477","Core i3-8300","Coffee Lake","Q2'18","4","4","N/A","3.7","Intel UHD Graphics 630","730","Discontinued"
"478","Core i3-8300T","Coffee Lake","Q2'18","4","4","N/A","3.2","Intel UHD Graphics 630","436","Discontinued"
"479","Core i3-8145U","Whiskey Lake","Q3'18","2","4","3.9","2.1","Intel UHD Graphics for 8th Intel Processors","823","Discontinued"
"480","Core i3-8100B","Coffee Lake","Q3'18","4","4","N/A","3.6","Intel UHD Graphics 630","749","Discontinued"
"481","Core i3-8145UE","Whiskey Lake","Q3'18","2","4","3.9","2.2","Intel UHD Graphics 620","632","Launched"
"482","Core i3-8140U","Coffee Lake","Q4'19","2","4","3.9","2.1","Intel UHD Graphics 620","784","Discontinued"
"483","Core m3-8100Y","Amber Lake Y","Q3'18","2","4","3.4","1.1","Intel UHD Graphics 615","684","Discontinued"
"484","Core i7-7500U","Kaby Lake","Q3'16","2","4","3.5","2.7","Intel HD Graphics 620","885","Discontinued"
"485","Core i7-7Y75","Kaby Lake","Q3'16","2","4","3.6","1.3","Intel HD Graphics 615","899","Discontinued"
"486","Core i7-7600U","Kaby Lake","Q1'17","2","4","3.9","2.8","Intel HD Graphics 620","861","Launched"
"487","Core i7-7560U","Kaby Lake","Q1'17","2","4","3.8","2.4","Intel Iris Plus Graphics 640","566","Discontinued"
"488","Core i7-7567U","Kaby Lake","Q1'17","2","4","4","3.5","Intel Iris Plus Graphics 650","352","Discontinued"
"489","Core i7-7660U","Kaby Lake","Q1'17","2","4","4","2.5","Intel Iris Plus Graphics 640","333","Discontinued"
"490","Core i7-7700","Kaby Lake","Q1'17","4","8","4.2","3.6","Intel HD Graphics 630","853","Launched"
"491","Core i7-7700HQ","Kaby Lake","Q1'17","4","8","3.8","2.8","Intel HD Graphics 630","745","Discontinued"
"492","Core i7-7700K","Kaby Lake","Q1'17","4","8","4.5","4.2","Intel HD Graphics 630","555","Discontinued"
"493","Core i7-7700T","Kaby Lake","Q1'17","4","8","3.8","2.9","Intel HD Graphics 630","483","Launched"
"494","Core i7-7820EQ","Kaby Lake","Q1'17","4","8","3.7","3","Intel HD Graphics 630","843","Launched"
"495","Core i7-7820HK","Kaby Lake","Q1'17","4","8","3.9","2.9","Intel HD Graphics 630","811","Discontinued"
"496","Core i7-7820HQ","Kaby Lake","Q1'17","4","8","3.9","2.9","Intel HD Graphics 630","343","Discontinued"
"497","Core i7-7920HQ","Kaby Lake","Q1'17","4","8","4.1","3.1","Intel HD Graphics 630","337","Discontinued"
"498","Core i5-7200U","Kaby Lake","Q3'16","2","4","3.1","2.5","Intel HD Graphics 620","699","Discontinued"
"499","Core i5-7Y54","Kaby Lake","Q3'16","2","4","3.2","1.2","Intel HD Graphics 615","313","Discontinued"
"500","Core i5-7260U","Kaby Lake","Q1'17","2","4","3.4","2.2","Intel Iris Plus Graphics 640","489","Discontinued"
"501","Core i5-7267U","Kaby Lake","Q1'17","2","4","3.5","3.1","Intel Iris Plus Graphics 650","578","Discontinued"
"502","Core i5-7287U","Kaby Lake","Q1'17","2","4","3.7","3.3","Intel Iris Plus Graphics 650","667","Discontinued"
"503","Core i5-7300HQ","Kaby Lake","Q1'17","4","4","3.5","2.5","Intel HD Graphics 630","489","Discontinued"
"504","Core i5-7300U","Kaby Lake","Q1'17","2","4","3.5","2.6","Intel HD Graphics 620","865","Launched"
"505","Core i5-7360U","Kaby Lake","Q1'17","2","4","3.6","2.3","Intel Iris Plus Graphics 640","376","Discontinued"
"506","Core i5-7400","Kaby Lake","Q1'17","4","4","3.5","3","Intel HD Graphics 630","524","Discontinued"
"507","Core i5-7400T","Kaby Lake","Q1'17","4","4","3","2.4","Intel HD Graphics 630","706","Discontinued"
"508","Core i5-7440EQ","Kaby Lake","Q1'17","4","4","3.6","2.9","Intel HD Graphics 630","718","Launched"
"509","Core i5-7440HQ","Kaby Lake","Q1'17","4","4","3.8","2.8","Intel HD Graphics 630","873","Discontinued"
"510","Core i5-7442EQ","Kaby Lake","Q1'17","4","4","2.9","2.1","Intel HD Graphics 630","552","Launched"
"511","Core i5-7500","Kaby Lake","Q1'17","4","4","3.8","3.4","Intel HD Graphics 630","347","Launched"
"512","Core i5-7500T","Kaby Lake","Q1'17","4","4","3.3","2.7","Intel HD Graphics 630","694","Launched"
"513","Core i5-7600","Kaby Lake","Q1'17","4","4","4.1","3.5","Intel HD Graphics 630","783","Discontinued"
"514","Core i5-7600K","Kaby Lake","Q1'17","4","4","4.2","3.8","Intel HD Graphics 630","592","Discontinued"
"515","Core i5-7600T","Kaby Lake","Q1'17","4","4","3.7","2.8","Intel HD Graphics 630","409","Discontinued"
"516","Core i5-7Y57","Kaby Lake","Q1'17","2","4","3.3","1.2","Intel HD Graphics 615","772","Discontinued"
"517","Core i3-7100U","Kaby Lake","Q3'16","2","4","N/A","2.4","Intel HD Graphics 620","580","Launched"
"518","Core i3-7100","Kaby Lake","Q1'17","2","4","N/A","3.9","Intel HD Graphics 630","452","Discontinued"
"519","Core i3-7100E","Kaby Lake","Q1'17","2","4","N/A","2.9","Intel HD Graphics 630","722","Launched"
"520","Core i3-7100H","Kaby Lake","Q1'17","2","4","N/A","3","Intel HD Graphics 630","859","Discontinued"
"521","Core i3-7100T","Kaby Lake","Q1'17","2","4","N/A","3.4","Intel HD Graphics 630","723","Discontinued"
"522","Core i3-7101E","Kaby Lake","Q1'17","2","4","N/A","3.9","Intel HD Graphics 630","573","Launched"
"523","Core i3-7101TE","Kaby Lake","Q1'17","2","4","N/A","3.4","Intel HD Graphics 630","633","Launched"
"524","Core i3-7102E","Kaby Lake","Q1'17","2","4","N/A","2.1","Intel HD Graphics 630","736","Launched"
"525","Core i3-7167U","Kaby Lake","Q1'17","2","4","N/A","2.8","Intel Iris Plus Graphics 650","463","Discontinued"
"526","Core i3-7300","Kaby Lake","Q1'17","2","4","N/A","4","Intel HD Graphics 630","546","Discontinued"
"527","Core i3-7300T","Kaby Lake","Q1'17","2","4","N/A","3.5","Intel HD Graphics 630","848","Discontinued"
"528","Core i3-7320","Kaby Lake","Q1'17","2","4","N/A","4.1","Intel HD Graphics 630","653","Discontinued"
"529","Core i3-7350K","Kaby Lake","Q1'17","2","4","N/A","4.2","Intel HD Graphics 630","634","Discontinued"
"530","Core i3-7130U","Kaby Lake","Q2'17","2","4","N/A","2.7","Intel HD Graphics 620","532","Discontinued"
"531","Core i3-7020U","Kaby Lake","Q2'18","2","4","N/A","2.3","Intel HD Graphics 620","653","Discontinued"
"532","Core m3-7Y30","Kaby Lake","Q3'16","2","4","2.6","1","Intel HD Graphics 615","663","Discontinued"
"533","Core m3-7Y32","Kaby Lake","Q2'17","2","4","3","1.1","Intel HD Graphics 615","440","Discontinued"
"534","Core i7-6567U","Skylake","Q3'15","2","4","3.6","3.3","Intel Iris Graphics 550","656","Discontinued"
"535","Core i7-6700K","Skylake","Q3'15","4","8","4.2","4","Intel HD Graphics 530","557","Discontinued"
"536","Core i7-6500U","Skylake","Q3'15","2","4","3.1","2.5","Intel HD Graphics 520","868","Discontinued"
"537","Core i7-6560U","Skylake","Q3'15","2","4","3.2","2.2","Intel Iris Graphics 540","643","Discontinued"
"538","Core i7-6600U","Skylake","Q3'15","2","4","3.4","2.6","Intel HD Graphics 520","883","Launched"
"539","Core i7-6650U","Skylake","Q3'15","2","4","3.4","2.2","Intel Iris Graphics 540","803","Discontinued"
"540","Core i7-6700","Skylake","Q3'15","4","8","4","3.4","Intel HD Graphics 530","717","Launched"
"541","Core i7-6700HQ","Skylake","Q3'15","4","8","3.5","2.6","Intel HD Graphics 530","811","Discontinued"
"542","Core i7-6700T","Skylake","Q3'15","4","8","3.6","2.8","Intel HD Graphics 530","835","Discontinued"
"543","Core i7-6820HK","Skylake","Q3'15","4","8","3.6","2.7","Intel HD Graphics 530","506","Discontinued"
"544","Core i7-6820HQ","Skylake","Q3'15","4","8","3.6","2.7","Intel HD Graphics 530","861","Discontinued"
"545","Core i7-6920HQ","Skylake","Q3'15","4","8","3.8","2.9","Intel HD Graphics 530","570","Discontinued"
"546","Core i7-6700TE","Skylake","Q4'15","4","8","3.4","2.4","Intel HD Graphics 530","397","Launched"
"547","Core i7-6820EQ","Skylake","Q4'15","4","8","3.5","2.8","Intel HD Graphics 530","502","Launched"
"548","Core i7-6822EQ","Skylake","Q4'15","4","8","2.8","2","Intel HD Graphics 530","882","Launched"
"549","Core i7-6770HQ","Skylake","Q1'16","4","8","3.5","2.6","Intel Iris Pro Graphics 580","644","Discontinued"
"550","Core i7-6870HQ","Skylake","Q1'16","4","8","3.6","2.7","Intel Iris Pro Graphics 580","602","Discontinued"
"551","Core i7-6970HQ","Skylake","Q1'16","4","8","3.7","2.8","Intel Iris Pro Graphics 580","724","Discontinued"
"552","Core i7-6660U","Skylake","Q1'16","2","4","3.4","2.4","Intel Iris Graphics 540","312","Discontinued"
"553","Core i7-6785R","Skylake","Q2'16","4","8","3.9","3.3","Intel Iris Pro Graphics 580","369","Discontinued"
"554","Core i5-6600K","Skylake","Q3'15","4","4","3.9","3.5","Intel HD Graphics 530","481","Discontinued"
"555","Core i5-6200U","Skylake","Q3'15","2","4","2.8","2.3","Intel HD Graphics 520","849","Discontinued"
"556","Core i5-6260U","Skylake","Q3'15","2","4","2.9","1.8","Intel Iris Graphics 540","521","Discontinued"
"557","Core i5-6267U","Skylake","Q3'15","2","4","3.3","2.9","Intel Iris Graphics 550","626","Discontinued"
"558","Core i5-6287U","Skylake","Q3'15","2","4","3.5","3.1","Intel Iris Graphics 550","327","Discontinued"
"559","Core i5-6300HQ","Skylake","Q3'15","4","4","3.2","2.3","Intel HD Graphics 530","897","Discontinued"
"560","Core i5-6300U","Skylake","Q3'15","2","4","3","2.4","Intel HD Graphics 520","441","Launched"
"561","Core i5-6360U","Skylake","Q3'15","2","4","3.1","2","Intel Iris Graphics 540","769","Discontinued"
"562","Core i5-6400","Skylake","Q3'15","4","4","3.3","2.7","Intel HD Graphics 530","445","Discontinued"
"563","Core i5-6400T","Skylake","Q3'15","4","4","2.8","2.2","Intel HD Graphics 530","789","Discontinued"
"564","Core i5-6440HQ","Skylake","Q3'15","4","4","3.5","2.6","Intel HD Graphics 530","729","Discontinued"
"565","Core i5-6500","Skylake","Q3'15","4","4","3.6","3.2","Intel HD Graphics 530","405","Launched"
"566","Core i5-6500T","Skylake","Q3'15","4","4","3.1","2.5","Intel HD Graphics 530","528","Discontinued"
"567","Core i5-6600","Skylake","Q3'15","4","4","3.9","3.3","Intel HD Graphics 530","677","Discontinued"
"568","Core i5-6600T","Skylake","Q3'15","4","4","3.5","2.7","Intel HD Graphics 530","880","Discontinued"
"569","Core i5-6440EQ","Skylake","Q4'15","4","4","3.4","2.7","Intel HD Graphics 530","883","Launched"
"570","Core i5-6442EQ","Skylake","Q4'15","4","4","2.7","1.9","Intel HD Graphics 530","546","Launched"
"571","Core i5-6500TE","Skylake","Q4'15","4","4","3.3","2.3","Intel HD Graphics 530","418","Launched"
"572","Core i5-6402P","Skylake","Q4'15","4","4","3.4","2.8","Intel HD Graphics 510","867","Discontinued"
"573","Core i5-6350HQ","Skylake","Q1'16","4","4","3.2","2.3","Intel Iris Pro Graphics 580","870","Discontinued"
"574","Core i5-6585R","Skylake","Q2'16","4","4","3.6","2.8","Intel Iris Pro Graphics 580","820","Discontinued"
"575","Core i5-6685R","Skylake","Q2'16","4","4","3.8","3.2","Intel Iris Pro Graphics 580","480","Discontinued"
"576","Core i3-6100","Skylake","Q3'15","2","4","N/A","3.7","Intel HD Graphics 530","594","Launched"
"577","Core i3-6100H","Skylake","Q3'15","2","4","N/A","2.7","Intel HD Graphics 530","540","Discontinued"
"578","Core i3-6100T","Skylake","Q3'15","2","4","N/A","3.2","Intel HD Graphics 530","334","Discontinued"
"579","Core i3-6100U","Skylake","Q3'15","2","4","N/A","2.3","Intel HD Graphics 520","354","Launched"
"580","Core i3-6167U","Skylake","Q3'15","2","4","N/A","2.7","Intel Iris Graphics 550","714","Discontinued"
"581","Core i3-6300","Skylake","Q3'15","2","4","N/A","3.8","Intel HD Graphics 530","438","Discontinued"
"582","Core i3-6300T","Skylake","Q3'15","2","4","N/A","3.3","Intel HD Graphics 530","845","Discontinued"
"583","Core i3-6320","Skylake","Q3'15","2","4","N/A","3.9","Intel HD Graphics 530","848","Discontinued"
"584","Core i3-6100E","Skylake","Q4'15","2","4","N/A","2.7","Intel HD Graphics 530","872","Launched"
"585","Core i3-6100TE","Skylake","Q4'15","2","4","N/A","2.7","Intel HD Graphics 530","886","Launched"
"586","Core i3-6102E","Skylake","Q4'15","2","4","N/A","1.9","Intel HD Graphics 530","889","Launched"
"587","Core i3-6098P","Skylake","Q4'15","2","4","N/A","3.6","Intel HD Graphics 510","481","Discontinued"
"588","Core i3-6157U","Skylake","Q3'16","2","4","N/A","2.4","Intel Iris Graphics 550","824","Discontinued"
"589","Core i3-6006U","Skylake","Q4'16","2","4","N/A","2","Intel HD Graphics 520","764","Discontinued"
"590","Core m3-6Y30","Skylake","Q3'15","2","4","2.2","0.9","Intel HD Graphics 515","448","Discontinued"
"591","Core m3-6Y54","Skylake","Q3'15","2","4","2.7","1.1","Intel HD Graphics 515","749","Discontinued"
"592","Core m3-6Y57","Skylake","Q3'15","2","4","2.8","1.1","Intel HD Graphics 515","735","Discontinued"
"593","Core m3-6Y75","Skylake","Q3'15","2","4","3.1","1.2","Intel HD Graphics 515","355","Discontinued"
"594","Core i7-5500U","Broadwell","Q1'15","2","4","3","2.4","Intel HD Graphics 5500","837","Discontinued"
"595","Core i7-5550U","Broadwell","Q1'15","2","4","3","2","Intel HD Graphics 6000","700","Discontinued"
"596","Core i7-5557U","Broadwell","Q1'15","2","4","3.4","3.1","Intel Iris Graphics 6100","603","Discontinued"
"597","Core i7-5600U","Broadwell","Q1'15","2","4","3.2","2.6","Intel HD Graphics 5500","706","Discontinued"
"598","Core i7-5650U","Broadwell","Q1'15","2","4","3.1","2.2","Intel HD Graphics 6000","317","Discontinued"
"599","Core i7-5700EQ","Broadwell","Q2'15","4","8","3.4","2.6","Name Unknown","622","Discontinued"
"600","Core i7-5700HQ","Broadwell","Q2'15","4","8","3.5","2.7","Intel Iris Pro Graphics 6200","790","Discontinued"
"601","Core i7-5750HQ","Broadwell","Q2'15","4","8","3.4","2.5","Intel Iris Pro Graphics 6200","724","Discontinued"
"602","Core i7-5775C","Broadwell","Q2'15","4","8","3.7","3.3","Intel Iris Pro Graphics 6200","823","Discontinued"
"603","Core i7-5775R","Broadwell","Q2'15","4","8","3.8","3.3","Intel Iris Pro Graphics 6200","506","Discontinued"
"604","Core i7-5850EQ","Broadwell","Q2'15","4","8","3.4","2.7","Intel Iris Pro Graphics 6200","415","Discontinued"
"605","Core i7-5850HQ","Broadwell","Q2'15","4","8","3.6","2.7","Intel Iris Pro Graphics 6200","417","Discontinued"
"606","Core i7-5950HQ","Broadwell","Q2'15","4","8","3.8","2.9","Intel Iris Pro Graphics 6200","387","Discontinued"
"607","Core i5-5200U","Broadwell","Q1'15","2","4","2.7","2.2","Intel HD Graphics 5500","867","Discontinued"
"608","Core i5-5250U","Broadwell","Q1'15","2","4","2.7","1.6","Intel HD Graphics 6000","388","Discontinued"
"609","Core i5-5257U","Broadwell","Q1'15","2","4","3.1","2.7","Intel Iris Graphics 6100","729","Discontinued"
"610","Core i5-5287U","Broadwell","Q1'15","2","4","3.3","2.9","Intel Iris Graphics 6100","797","Discontinued"
"611","Core i5-5300U","Broadwell","Q1'15","2","4","2.9","2.3","Intel HD Graphics 5500","477","Discontinued"
"612","Core i5-5350U","Broadwell","Q1'15","2","4","2.9","1.8","Intel HD Graphics 6000","815","Discontinued"
"613","Core i5-5350H","Broadwell","Q2'15","2","4","3.5","3.1","Intel Iris Pro Graphics 6200","461","Discontinued"
"614","Core i5-5575R","Broadwell","Q2'15","4","N/A","3.3","2.8","Intel Iris Pro Graphics 6200","519","Discontinued"
"615","Core i5-5675C","Broadwell","Q2'15","4","N/A","3.6","3.1","Intel Iris Pro Graphics 6200","319","Discontinued"
"616","Core i5-5675R","Broadwell","Q2'15","4","N/A","3.6","3.1","Intel Iris Pro Graphics 6200","325","Discontinued"
"617","Core i3-5005U","Broadwell","Q1'15","2","4","N/A","2","Intel HD Graphics 5500","322","Discontinued"
"618","Core i3-5010U","Broadwell","Q1'15","2","4","N/A","2.1","Intel HD Graphics 5500","808","Discontinued"
"619","Core i3-5157U","Broadwell","Q1'15","2","4","N/A","2.5","Intel Iris Graphics 6100","866","Discontinued"
"620","Core i3-5015U","Broadwell","Q1'15","2","4","N/A","2.1","Intel HD Graphics 5500","482","Discontinued"
"621","Core i3-5020U","Broadwell","Q1'15","2","4","N/A","2.2","Intel HD Graphics 5500","669","Discontinued"
"622","Core M-5Y10","Broadwell","Q3'14","2","4","2","0.8","Intel HD Graphics 5300","449","Discontinued"
"623","Core M-5Y10a","Broadwell","Q3'14","2","4","2","0.8","Intel HD Graphics 5300","429","Discontinued"
"624","Core M-5Y70","Broadwell","Q3'14","2","4","2.6","1.1","Intel HD Graphics 5300","671","Discontinued"
"625","Core M-5Y10c","Broadwell","Q4'14","2","4","2","0.8","Intel HD Graphics 5300","663","Discontinued"
"626","Core M-5Y31","Broadwell","Q4'14","2","4","2.4","0.9","Intel HD Graphics 5300","794","Discontinued"
"627","Core M-5Y51","Broadwell","Q4'14","2","4","2.6","1.1","Intel HD Graphics 5300","510","Discontinued"
"628","Core M-5Y71","Broadwell","Q4'14","2","4","2.9","1.2","Intel HD Graphics 5300","621","Discontinued"
"629","Core i7-4700EQ","Haswell","Q2'13","4","8","3.4","2.4","Intel HD Graphics 4600","579","Discontinued"
"630","Core i7-4700HQ","Haswell","Q2'13","4","8","3.4","2.4","Intel HD Graphics 4600","808","Discontinued"
"631","Core i7-4700MQ","Haswell","Q2'13","4","8","3.4","2.4","Intel HD Graphics 4600","636","Discontinued"
"632","Core i7-4702HQ","Haswell","Q2'13","4","8","3.2","2.2","Intel HD Graphics 4600","514","Discontinued"
"633","Core i7-4702MQ","Haswell","Q2'13","4","8","3.2","2.2","Intel HD Graphics 4600","442","Discontinued"
"634","Core i7-4765T","Haswell","Q2'13","4","8","3","2","Intel HD Graphics 4600","734","Discontinued"
"635","Core i7-4770","Haswell","Q2'13","4","8","3.9","3.4","Intel HD Graphics 4600","739","Discontinued"
"636","Core i7-4770K","Haswell","Q2'13","4","8","3.9","3.5","Intel HD Graphics 4600","302","Discontinued"
"637","Core i7-4770S","Haswell","Q2'13","4","8","3.9","3.1","Intel HD Graphics 4600","443","Discontinued"
"638","Core i7-4770T","Haswell","Q2'13","4","8","3.7","2.5","Intel HD Graphics 4600","878","Discontinued"
"639","Core i7-4770TE","Haswell","Q2'13","4","8","3.3","2.3","Intel HD Graphics 4600","693","Discontinued"
"640","Core i7-4800MQ","Haswell","Q2'13","4","8","3.7","2.7","Intel HD Graphics 4600","650","Discontinued"
"641","Core i7-4900MQ","Haswell","Q2'13","4","8","3.8","2.8","Intel HD Graphics 4600","786","Discontinued"
"642","Core i7-4500U","Haswell","Q3'13","2","4","3","1.8","Intel HD Graphics 4400","864","Discontinued"
"643","Core i7-4550U","Haswell","Q3'13","2","4","3","1.5","Intel HD Graphics 5000","776","Discontinued"
"644","Core i7-4558U","Haswell","Q3'13","2","4","3.3","2.8","Intel Iris Graphics 5100","303","Discontinued"
"645","Core i7-4650U","Haswell","Q3'13","2","4","3.3","1.7","Intel HD Graphics 5000","374","Discontinued"
"646","Core i7-4770R","Crystal Well","Q2'13","4","8","3.9","3.2","Intel Iris Pro Graphics 5200","307","Discontinued"
"647","Core i7-4750HQ","Crystal Well","Q3'13","4","8","3.2","2","Intel Iris Pro Graphics 5200","532","Discontinued"
"648","Core i7-4850HQ","Crystal Well","Q3'13","4","8","3.5","2.3","Intel Iris Pro Graphics 5200","717","Discontinued"
"649","Core i7-4950HQ","Crystal Well","Q3'13","4","8","3.6","2.4","Intel Iris Pro Graphics 5200","534","Discontinued"
"650","Core i7-4600M","Haswell","Q4'13","2","4","3.6","2.9","Intel HD Graphics 4600","448","Discontinued"
"651","Core i7-4600U","Haswell","Q3'13","2","4","3.3","2.1","Intel HD Graphics 4400","531","Discontinued"
"652","Core i7-4610Y","Haswell","Q3'13","2","4","2.9","1.7","Intel HD Graphics 4200","711","Discontinued"
"653","Core i7-4771","Haswell","Q3'13","4","8","3.9","3.5","Intel HD Graphics 4600","833","Discontinued"
"654","Core i7-4960HQ","Crystal Well","Q4'13","4","8","3.8","2.6","Intel Iris Pro Graphics 5200","516","Discontinued"
"655","Core i7-4610M","Haswell","Q1'14","2","4","3.7","3","Intel HD Graphics 4600","348","Discontinued"
"656","Core i7-4810MQ","Haswell","Q1'14","4","8","3.8","2.8","Intel HD Graphics 4600","820","Discontinued"
"657","Core i7-4860HQ","Crystal Well","Q1'14","4","8","3.6","2.4","Intel Iris Pro Graphics 5200","891","Discontinued"
"658","Core i7-4910MQ","Haswell","Q1'14","4","8","3.9","2.9","Intel HD Graphics 4600","545","Discontinued"
"659","Core i7-4700EC","Haswell","Q1'14","4","8","N/A","2.7","Name Unknown","303","Discontinued"
"660","Core i7-4702EC","Haswell","Q1'14","4","8","N/A","2","Name Unknown","492","Discontinued"
"661","Core i7-4510U","Haswell","Q2'14","2","4","3.1","2","Intel HD Graphics 4400","441","Discontinued"
"662","Core i7-4710HQ","Haswell","Q2'14","4","8","3.5","2.5","Intel HD Graphics 4600","754","Discontinued"
"663","Core i7-4710MQ","Haswell","Q2'14","4","8","3.5","2.5","Intel HD Graphics 4600","656","Discontinued"
"664","Core i7-4712HQ","Haswell","Q2'14","4","8","3.3","2.3","Intel HD Graphics 4600","665","Discontinued"
"665","Core i7-4712MQ","Haswell","Q2'14","4","8","3.3","2.3","Intel HD Graphics 4600","357","Discontinued"
"666","Core i7-4760HQ","Crystal Well","Q2'14","4","8","3.3","2.1","Intel Iris Pro Graphics 5200","308","Discontinued"
"667","Core i7-4785T","Haswell","Q2'14","4","8","3.2","2.2","Intel HD Graphics 4600","547","Discontinued"
"668","Core i7-4790","Haswell","Q2'14","4","8","4","3.6","Intel HD Graphics 4600","359","Discontinued"
"669","Core i7-4790S","Haswell","Q2'14","4","8","4","3.2","Intel HD Graphics 4600","403","Discontinued"
"670","Core i7-4790T","Haswell","Q2'14","4","8","3.9","2.7","Intel HD Graphics 4600","438","Discontinued"
"671","Core i7-4790K","Devil's Canyon","Q2'14","4","8","4.4","4","Intel HD Graphics 4600","807","Discontinued"
"672","Core i7-4578U","Haswell","Q3'14","2","4","3.5","3","Intel Iris Graphics 5100","703","Discontinued"
"673","Core i7-4770HQ","Crystal Well","Q3'14","4","8","3.4","2.2","Intel Iris Pro Graphics 5200","727","Discontinued"
"674","Core i7-4870HQ","Crystal Well","Q3'14","4","8","3.7","2.5","Intel Iris Pro Graphics 5200","444","Discontinued"
"675","Core i7-4980HQ","Crystal Well","Q3'14","4","8","4","2.8","Intel Iris Pro Graphics 5200","495","Discontinued"
"676","Core i7-4720HQ","Haswell","Q1'15","4","8","3.6","2.6","Intel HD Graphics 4600","755","Discontinued"
"677","Core i7-4722HQ","Haswell","Q1'15","4","8","3.4","2.4","Intel HD Graphics 4600","725","Discontinued"
"678","Core i5-4430","Haswell","Q2'13","4","4","3.2","3","Intel HD Graphics 4600","829","Discontinued"
"679","Core i5-4430S","Haswell","Q2'13","4","4","3.2","2.7","Intel HD Graphics 4600","436","Discontinued"
"680","Core i5-4570","Haswell","Q2'13","4","4","3.6","3.2","Intel HD Graphics 4600","338","Discontinued"
"681","Core i5-4570S","Haswell","Q2'13","4","4","3.6","2.9","Intel HD Graphics 4600","828","Discontinued"
"682","Core i5-4570T","Haswell","Q2'13","2","4","3.6","2.9","Intel HD Graphics 4600","814","Discontinued"
"683","Core i5-4570TE","Haswell","Q2'13","2","4","3.3","2.7","Intel HD Graphics 4600","779","Discontinued"
"684","Core i5-4670","Haswell","Q2'13","4","4","3.8","3.4","Intel HD Graphics 4600","845","Discontinued"
"685","Core i5-4670K","Haswell","Q2'13","4","4","3.8","3.4","Intel HD Graphics 4600","802","Discontinued"
"686","Core i5-4670S","Haswell","Q2'13","4","4","3.8","3.1","Intel HD Graphics 4600","742","Discontinued"
"687","Core i5-4670T","Haswell","Q2'13","4","4","3.3","2.3","Intel HD Graphics 4600","668","Discontinued"
"688","Core i5-4200U","Haswell","Q3'13","2","4","2.6","1.6","Intel HD Graphics 4400","360","Discontinued"
"689","Core i5-4200Y","Haswell","Q3'13","2","4","1.9","1.4","Intel HD Graphics 4200","389","Discontinued"
"690","Core i5-4250U","Haswell","Q3'13","2","4","2.6","1.3","Intel HD Graphics 5000","367","Discontinued"
"691","Core i5-4258U","Haswell","Q3'13","2","4","2.9","2.4","Intel Iris Graphics 5100","747","Discontinued"
"692","Core i5-4288U","Haswell","Q3'13","2","4","3.1","2.6","Intel Iris Graphics 5100","557","Discontinued"
"693","Core i5-4350U","Haswell","Q3'13","2","4","2.9","1.4","Intel HD Graphics 5000","546","Discontinued"
"694","Core i5-4570R","Crystal Well","Q2'13","4","4","3.2","2.7","Intel Iris Pro Graphics 5200","385","Discontinued"
"695","Core i5-4670R","Crystal Well","Q2'13","4","4","3.7","3","Intel Iris Pro Graphics 5200","459","Discontinued"
"696","Core i5-4200H","Haswell","Q4'13","2","4","3.4","2.8","Intel HD Graphics 4600","709","Discontinued"
"697","Core i5-4200M","Haswell","Q4'13","2","4","3.1","2.5","Intel HD Graphics 4600","594","Discontinued"
"698","Core i5-4202Y","Haswell","Q3'13","2","4","2","1.6","Intel HD Graphics 4200","634","Discontinued"
"699","Core i5-4210Y","Haswell","Q3'13","2","4","1.9","1.5","Intel HD Graphics 4200","788","Discontinued"
"700","Core i5-4300M","Haswell","Q4'13","2","4","3.3","2.6","Intel HD Graphics 4600","439","Discontinued"
"701","Core i5-4300U","Haswell","Q3'13","2","4","2.9","1.9","Intel HD Graphics 4400","575","Discontinued"
"702","Core i5-4300Y","Haswell","Q3'13","2","4","2.3","1.6","Intel HD Graphics 4200","465","Discontinued"
"703","Core i5-4302Y","Haswell","Q3'13","2","4","2.3","1.6","Intel HD Graphics 4200","624","Discontinued"
